Date;Maturity;Maturity (year fraction);Strike;Volatility
2023-01;3M;0,24;9,00;2,98
2023-01;6M;0,49;9,00;2,89
2023-01;9M;0,73;9,00;2,82
2023-01;1Y;1,00;9,00;2,76
2023-01;2Y;2,00;9,00;2,55
2023-01;3Y;3,00;9,00;2,53
2023-01;4Y;4,00;9,00;2,47
2023-01;5Y;5,00;9,00;2,42
2023-01;6Y;6,00;9,00;2,38
2023-01;7Y;7,00;9,00;2,36
2023-01;8Y;8,00;9,00;2,34
2023-01;9Y;9,00;9,00;2,20
2023-01;10Y;10,00;9,00;2,46
2023-01;1M;0,08;9,50;3,79
2023-01;2M;0,16;9,50;3,37
2023-01;3M;0,24;9,50;3,17
2023-01;6M;0,49;9,50;3,03
2023-01;9M;0,73;9,50;2,93
2023-01;1Y;1,00;9,50;2,85
2023-01;2Y;2,00;9,50;2,62
2023-01;3Y;3,00;9,50;2,60
2023-01;4Y;4,00;9,50;2,53
2023-01;5Y;5,00;9,50;2,49
2023-01;6Y;6,00;9,50;2,44
2023-01;7Y;7,00;9,50;2,42
2023-01;8Y;8,00;9,50;2,41
2023-01;9Y;9,00;9,50;2,27
2023-01;10Y;10,00;9,50;2,52
2023-01;1M;0,08;10,00;4,11
2023-01;2M;0,16;10,00;3,60
2023-01;3M;0,24;10,00;3,36
2023-01;6M;0,49;10,00;3,17
2023-01;9M;0,73;10,00;3,06
2023-01;1Y;1,00;10,00;2,96
2023-01;2Y;2,00;10,00;2,70
2023-01;3Y;3,00;10,00;2,67
2023-01;4Y;4,00;10,00;2,60
2023-01;5Y;5,00;10,00;2,55
2023-01;6Y;6,00;10,00;2,51
2023-01;7Y;7,00;10,00;2,49
2023-01;8Y;8,00;10,00;2,47
2023-01;9Y;9,00;10,00;2,33
2023-01;10Y;10,00;10,00;2,58
2023-01;1M;0,08;10,50;4,43
2023-01;2M;0,16;10,50;3,84
2023-01;3M;0,24;10,50;3,56
2023-01;6M;0,49;10,50;3,32
2023-01;9M;0,73;10,50;3,18
2023-01;1Y;1,00;10,50;3,06
2023-01;2Y;2,00;10,50;2,78
2023-01;3Y;3,00;10,50;2,74
2023-01;4Y;4,00;10,50;2,67
2023-01;5Y;5,00;10,50;2,62
2023-01;6Y;6,00;10,50;2,57
2023-01;7Y;7,00;10,50;2,56
2023-01;8Y;8,00;10,50;2,54
2023-01;9Y;9,00;10,50;2,40
2023-01;10Y;10,00;10,50;2,64
2023-01;1M;0,08;11,00;4,74
2023-01;2M;0,16;11,00;4,07
2023-01;3M;0,24;11,00;3,76
2023-01;6M;0,49;11,00;3,47
2023-01;9M;0,73;11,00;3,30
2023-01;1Y;1,00;11,00;3,17
2023-01;2Y;2,00;11,00;2,86
2023-01;3Y;3,00;11,00;2,82
2023-01;4Y;4,00;11,00;2,74
2023-01;5Y;5,00;11,00;2,69
2023-01;6Y;6,00;11,00;2,64
2023-01;7Y;7,00;11,00;2,62
2023-01;8Y;8,00;11,00;2,60
2023-01;9Y;9,00;11,00;2,46
2023-01;10Y;10,00;11,00;2,70
2023-01;1M;0,08;11,50;5,04
2023-01;2M;0,16;11,50;4,31
2023-01;3M;0,24;11,50;3,96
2023-01;6M;0,49;11,50;3,62
2023-01;9M;0,73;11,50;3,43
2023-01;1Y;1,00;11,50;3,27
2023-01;2Y;2,00;11,50;2,95
2023-01;3Y;3,00;11,50;2,89
2023-01;4Y;4,00;11,50;2,81
2023-01;5Y;5,00;11,50;2,76
2023-01;6Y;6,00;11,50;2,71
2023-01;7Y;7,00;11,50;2,68
2023-01;8Y;8,00;11,50;2,66
2023-01;9Y;9,00;11,50;2,53
2023-01;10Y;10,00;11,50;2,76
2023-01;1M;0,08;12,00;5,31
2023-01;2M;0,16;12,00;4,54
2023-01;3M;0,24;12,00;4,16
2023-01;6M;0,49;12,00;3,77
2023-01;9M;0,73;12,00;3,56
2023-01;1Y;1,00;12,00;3,38
2023-01;2Y;2,00;12,00;3,03
2023-01;3Y;3,00;12,00;2,97
2023-01;4Y;4,00;12,00;2,88
2023-01;5Y;5,00;12,00;2,82
2023-01;6Y;6,00;12,00;2,77
2023-01;7Y;7,00;12,00;2,75
2023-01;8Y;8,00;12,00;2,73
2023-01;9Y;9,00;12,00;2,59
2023-01;10Y;10,00;12,00;2,82
2023-01;1M;0,08;12,50;5,55
2023-01;2M;0,16;12,50;4,77
2023-01;3M;0,24;12,50;4,36
2023-01;6M;0,49;12,50;3,92
2023-01;9M;0,73;12,50;3,69
2023-01;1Y;1,00;12,50;3,49
2023-01;2Y;2,00;12,50;3,11
2023-01;3Y;3,00;12,50;3,04
2023-01;4Y;4,00;12,50;2,95
2023-01;5Y;5,00;12,50;2,89
2023-01;6Y;6,00;12,50;2,84
2023-01;7Y;7,00;12,50;2,81
2023-01;8Y;8,00;12,50;2,79
2023-01;9Y;9,00;12,50;2,65
2023-01;10Y;10,00;12,50;2,88
2023-01;1M;0,08;13,00;5,77
2023-01;2M;0,16;13,00;5,00
2023-01;3M;0,24;13,00;4,56
2023-01;6M;0,49;13,00;4,07
2023-01;9M;0,73;13,00;3,81
2023-01;1Y;1,00;13,00;3,60
2023-01;2Y;2,00;13,00;3,20
2023-01;3Y;3,00;13,00;3,12
2023-01;4Y;4,00;13,00;3,02
2023-01;5Y;5,00;13,00;2,96
2023-01;6Y;6,00;13,00;2,90
2023-01;7Y;7,00;13,00;2,87
2023-01;8Y;8,00;13,00;2,85
2023-01;9Y;9,00;13,00;2,71
2023-01;10Y;10,00;13,00;2,94
2023-01;1M;0,08;13,50;5,99
2023-01;2M;0,16;13,50;5,22
2023-01;3M;0,24;13,50;4,76
2023-01;6M;0,49;13,50;4,23
2023-01;9M;0,73;13,50;3,94
2023-01;1Y;1,00;13,50;3,71
2023-01;2Y;2,00;13,50;3,29
2023-01;3Y;3,00;13,50;3,19
2023-01;4Y;4,00;13,50;3,09
2023-01;5Y;5,00;13,50;3,02
2023-01;6Y;6,00;13,50;2,96
2023-01;7Y;7,00;13,50;2,94
2023-01;8Y;8,00;13,50;2,91
2023-01;9Y;9,00;13,50;2,77
2023-01;10Y;10,00;13,50;3,00
2023-01;1M;0,08;14,00;6,20
2023-01;2M;0,16;14,00;5,42
2023-01;3M;0,24;14,00;4,95
2023-01;6M;0,49;14,00;4,38
2023-01;9M;0,73;14,00;4,07
2023-01;1Y;1,00;14,00;3,83
2023-01;2Y;2,00;14,00;3,37
2023-01;3Y;3,00;14,00;3,27
2023-01;4Y;4,00;14,00;3,16
2023-01;5Y;5,00;14,00;3,09
2023-01;6Y;6,00;14,00;3,03
2023-01;7Y;7,00;14,00;3,00
2023-01;8Y;8,00;14,00;2,97
2023-01;9Y;9,00;14,00;2,84
2023-01;10Y;10,00;14,00;3,06
2023-01;1M;0,08;14,50;6,40
2023-01;2M;0,16;14,50;5,60
2023-01;3M;0,24;14,50;5,14
2023-01;6M;0,49;14,50;4,53
2023-01;9M;0,73;14,50;4,20
2023-01;1Y;1,00;14,50;3,94
2023-01;2Y;2,00;14,50;3,46
2023-01;3Y;3,00;14,50;3,34
2023-01;4Y;4,00;14,50;3,23
2023-01;5Y;5,00;14,50;3,15
2023-01;6Y;6,00;14,50;3,09
2023-01;7Y;7,00;14,50;3,06
2023-01;8Y;8,00;14,50;3,03
2023-01;9Y;9,00;14,50;2,90
2023-01;10Y;10,00;14,50;3,12
2023-01;1M;0,08;15,00;6,60
2023-01;2M;0,16;15,00;5,77
2023-01;3M;0,24;15,00;5,32
2023-01;6M;0,49;15,00;4,68
2023-01;9M;0,73;15,00;4,33
2023-01;1Y;1,00;15,00;4,05
2023-01;2Y;2,00;15,00;3,54
2023-01;3Y;3,00;15,00;3,42
2023-01;4Y;4,00;15,00;3,30
2023-01;5Y;5,00;15,00;3,22
2023-01;6Y;6,00;15,00;3,15
2023-01;7Y;7,00;15,00;3,12
2023-01;8Y;8,00;15,00;3,09
2023-01;9Y;9,00;15,00;2,96
2023-01;10Y;10,00;15,00;3,17
2023-01;1M;0,08;15,50;6,79
2023-01;2M;0,16;15,50;5,93
2023-01;3M;0,24;15,50;5,48
2023-01;6M;0,49;15,50;4,83
2023-01;9M;0,73;15,50;4,46
2023-01;1Y;1,00;15,50;4,16
2023-01;2Y;2,00;15,50;3,63
2023-01;3Y;3,00;15,50;3,50
2023-01;4Y;4,00;15,50;3,37
2023-01;5Y;5,00;15,50;3,29
2023-01;6Y;6,00;15,50;3,22
2023-01;7Y;7,00;15,50;3,18
2023-01;8Y;8,00;15,50;3,15
2023-01;9Y;9,00;15,50;3,01
2023-01;10Y;10,00;15,50;3,23
2023-01;1M;0,08;16,00;6,98
2023-01;2M;0,16;16,00;6,09
2023-01;3M;0,24;16,00;5,62
2023-01;6M;0,49;16,00;4,97
2023-01;9M;0,73;16,00;4,59
2023-01;1Y;1,00;16,00;4,27
2023-01;2Y;2,00;16,00;3,72
2023-01;3Y;3,00;16,00;3,57
2023-01;4Y;4,00;16,00;3,44
2023-01;5Y;5,00;16,00;3,35
2023-01;6Y;6,00;16,00;3,28
2023-01;7Y;7,00;16,00;3,24
2023-01;8Y;8,00;16,00;3,21
2023-01;9Y;9,00;16,00;3,07
2023-01;10Y;10,00;16,00;3,28
2023-01;1M;0,08;16,50;7,16
2023-01;2M;0,16;16,50;6,24
2023-01;3M;0,24;16,50;5,76
2023-01;6M;0,49;16,50;5,12
2023-01;9M;0,73;16,50;4,72
2023-01;1Y;1,00;16,50;4,38
2023-01;2Y;2,00;16,50;3,80
2023-01;3Y;3,00;16,50;3,65
2023-01;4Y;4,00;16,50;3,51
2023-01;5Y;5,00;16,50;3,42
2023-01;6Y;6,00;16,50;3,34
2023-01;7Y;7,00;16,50;3,30
2023-01;8Y;8,00;16,50;3,27
2023-01;9Y;9,00;16,50;3,13
2023-01;10Y;10,00;16,50;3,34
2023-01;1M;0,08;17,00;7,34
2023-01;2M;0,16;17,00;6,39
2023-01;3M;0,24;17,00;5,90
2023-01;6M;0,49;17,00;5,26
2023-01;9M;0,73;17,00;4,85
2023-01;1Y;1,00;17,00;4,49
2023-01;2Y;2,00;17,00;3,89
2023-01;3Y;3,00;17,00;3,72
2023-01;4Y;4,00;17,00;3,58
2023-01;5Y;5,00;17,00;3,48
2023-01;6Y;6,00;17,00;3,40
2023-01;7Y;7,00;17,00;3,36
2023-01;8Y;8,00;17,00;3,33
2023-01;9Y;9,00;17,00;3,19
2023-01;10Y;10,00;17,00;3,39
2023-01;1M;0,08;18,00;7,68
2023-01;2M;0,16;18,00;6,67
2023-01;3M;0,24;18,00;6,16
2023-01;6M;0,49;18,00;5,52
2023-01;9M;0,73;18,00;5,09
2023-01;1Y;1,00;18,00;4,71
2023-01;2Y;2,00;18,00;4,06
2023-01;3Y;3,00;18,00;3,87
2023-01;4Y;4,00;18,00;3,72
2023-01;5Y;5,00;18,00;3,61
2023-01;6Y;6,00;18,00;3,53
2023-01;7Y;7,00;18,00;3,48
2023-01;8Y;8,00;18,00;3,44
2023-01;9Y;9,00;18,00;3,30
2023-01;10Y;10,00;18,00;3,50
2023-01;1M;0,08;19,00;8,00
2023-01;2M;0,16;19,00;6,95
2023-01;3M;0,24;19,00;6,41
2023-01;6M;0,49;19,00;5,74
2023-01;9M;0,73;19,00;5,33
2023-01;1Y;1,00;19,00;4,91
2023-01;2Y;2,00;19,00;4,23
2023-01;3Y;3,00;19,00;4,02
2023-01;4Y;4,00;19,00;3,85
2023-01;5Y;5,00;19,00;3,74
2023-01;6Y;6,00;19,00;3,65
2023-01;7Y;7,00;19,00;3,60
2023-01;8Y;8,00;19,00;3,55
2023-01;9Y;9,00;19,00;3,41
2023-01;10Y;10,00;19,00;3,61
2023-01;1M;0,08;20,00;8,32
2023-01;2M;0,16;20,00;7,21
2023-01;3M;0,24;20,00;6,65
2023-01;6M;0,49;20,00;5,94
2023-01;9M;0,73;20,00;5,56
2023-01;1Y;1,00;20,00;5,10
2023-01;2Y;2,00;20,00;4,40
2023-01;3Y;3,00;20,00;4,16
2023-01;4Y;4,00;20,00;3,98
2023-01;5Y;5,00;20,00;3,86
2023-01;6Y;6,00;20,00;3,77
2023-01;7Y;7,00;20,00;3,71
2023-01;8Y;8,00;20,00;3,66
2023-01;9Y;9,00;20,00;3,52
2023-01;10Y;10,00;20,00;3,71
2023-01;1M;0,08;22,50;9,05
2023-01;2M;0,16;22,50;7,84
2023-01;3M;0,24;22,50;7,22
2023-01;6M;0,49;22,50;6,40
2023-01;9M;0,73;22,50;5,99
2023-01;1Y;1,00;22,50;5,43
2023-01;2Y;2,00;22,50;4,79
2023-01;3Y;3,00;22,50;4,52
2023-01;4Y;4,00;22,50;4,31
2023-01;5Y;5,00;22,50;4,16
2023-01;6Y;6,00;22,50;4,06
2023-01;7Y;7,00;22,50;3,99
2023-01;8Y;8,00;22,50;3,93
2023-01;9Y;9,00;22,50;3,79
2023-01;10Y;10,00;22,50;3,97
2023-01;1M;0,08;25,00;9,73
2023-01;2M;0,16;25,00;8,42
2023-01;3M;0,24;25,00;7,75
2023-01;6M;0,49;25,00;6,83
2023-01;9M;0,73;25,00;6,37
2023-01;1Y;1,00;25,00;5,73
2023-01;2Y;2,00;25,00;5,14
2023-01;3Y;3,00;25,00;4,84
2023-01;4Y;4,00;25,00;4,61
2023-01;5Y;5,00;25,00;4,45
2023-01;6Y;6,00;25,00;4,33
2023-01;7Y;7,00;25,00;4,26
2023-01;8Y;8,00;25,00;4,19
2023-01;9Y;9,00;25,00;4,05
2023-01;10Y;10,00;25,00;4,21
2023-01;1M;0,08;27,50;10,37
2023-01;2M;0,16;27,50;8,96
2023-01;3M;0,24;27,50;8,24
2023-01;6M;0,49;27,50;7,24
2023-01;9M;0,73;27,50;6,73
2023-01;1Y;1,00;27,50;6,01
2023-01;2Y;2,00;27,50;5,35
2023-01;3Y;3,00;27,50;5,13
2023-01;4Y;4,00;27,50;4,89
2023-01;5Y;5,00;27,50;4,72
2023-01;6Y;6,00;27,50;4,59
2023-01;7Y;7,00;27,50;4,51
2023-01;8Y;8,00;27,50;4,44
2023-01;9Y;9,00;27,50;4,29
2023-01;10Y;10,00;27,50;4,44
2023-01;1M;0,08;30,00;10,97
2023-01;2M;0,16;30,00;9,46
2023-01;3M;0,24;30,00;8,70
2023-01;6M;0,49;30,00;7,62
2023-01;9M;0,73;30,00;7,07
2023-01;1Y;1,00;30,00;6,27
2023-01;2Y;2,00;30,00;5,54
2023-01;3Y;3,00;30,00;5,32
2023-01;4Y;4,00;30,00;5,14
2023-01;5Y;5,00;30,00;4,97
2023-01;6Y;6,00;30,00;4,84
2023-01;7Y;7,00;30,00;4,74
2023-01;8Y;8,00;30,00;4,67
2023-01;9Y;9,00;30,00;4,52
2023-01;10Y;10,00;30,00;4,66
2023-02;1M;0,08;3,00;3,61
2023-02;2M;0,16;3,00;3,07
2023-02;3M;0,24;3,00;2,82
2023-02;6M;0,49;3,00;2,48
2023-02;9M;0,73;3,00;2,32
2023-02;1Y;1,00;3,00;2,22
2023-02;2Y;2,00;3,00;1,96
2023-02;3Y;3,00;3,00;1,85
2023-02;4Y;4,00;3,00;1,76
2023-02;5Y;5,00;3,00;1,71
2023-02;6Y;6,00;3,00;1,64
2023-02;7Y;7,00;3,00;1,58
2023-02;8Y;8,00;3,00;1,53
2023-02;9Y;9,00;3,00;1,42
2023-02;10Y;10,00;3,00;1,62
2023-02;1M;0,08;4,00;3,31
2023-02;2M;0,16;4,00;2,87
2023-02;3M;0,24;4,00;2,68
2023-02;6M;0,49;4,00;2,41
2023-02;9M;0,73;4,00;2,29
2023-02;1Y;1,00;4,00;2,21
2023-02;2Y;2,00;4,00;1,99
2023-02;3Y;3,00;4,00;1,91
2023-02;4Y;4,00;4,00;1,84
2023-02;5Y;5,00;4,00;1,80
2023-02;6Y;6,00;4,00;1,74
2023-02;7Y;7,00;4,00;1,68
2023-02;8Y;8,00;4,00;1,63
2023-02;9Y;9,00;4,00;1,52
2023-02;10Y;10,00;4,00;1,74
2023-02;1M;0,08;5,00;2,99
2023-02;2M;0,16;5,00;2,66
2023-02;3M;0,24;5,00;2,53
2023-02;6M;0,49;5,00;2,36
2023-02;9M;0,73;5,00;2,27
2023-02;1Y;1,00;5,00;2,22
2023-02;2Y;2,00;5,00;2,04
2023-02;3Y;3,00;5,00;1,98
2023-02;4Y;4,00;5,00;1,92
2023-02;5Y;5,00;5,00;1,90
2023-02;6Y;6,00;5,00;1,84
2023-02;7Y;7,00;5,00;1,78
2023-02;8Y;8,00;5,00;1,74
2023-02;9Y;9,00;5,00;1,62
2023-02;10Y;10,00;5,00;1,86
2023-02;1M;0,08;6,00;2,66
2023-02;2M;0,16;6,00;2,49
2023-02;3M;0,24;6,00;2,42
2023-02;6M;0,49;6,00;2,33
2023-02;9M;0,73;6,00;2,28
2023-02;1Y;1,00;6,00;2,25
2023-02;2Y;2,00;6,00;2,11
2023-02;3Y;3,00;6,00;2,07
2023-02;4Y;4,00;6,00;2,02
2023-02;5Y;5,00;6,00;2,00
2023-02;6Y;6,00;6,00;1,94
2023-02;7Y;7,00;6,00;1,89
2023-02;8Y;8,00;6,00;1,86
2023-02;9Y;9,00;6,00;1,74
2023-02;10Y;10,00;6,00;1,98
2023-02;1M;0,08;6,50;2,53
2023-02;2M;0,16;6,50;2,43
2023-02;3M;0,24;6,50;2,39
2023-02;6M;0,49;6,50;2,34
2023-02;9M;0,73;6,50;2,30
2023-02;1Y;1,00;6,50;2,27
2023-02;2Y;2,00;6,50;2,15
2023-02;3Y;3,00;6,50;2,11
2023-02;4Y;4,00;6,50;2,07
2023-02;5Y;5,00;6,50;2,05
2023-02;6Y;6,00;6,50;2,00
2023-02;7Y;7,00;6,50;1,95
2023-02;8Y;8,00;6,50;1,91
2023-02;9Y;9,00;6,50;1,80
2023-02;10Y;10,00;6,50;2,04
2023-02;1M;0,08;7,00;2,45
2023-02;2M;0,16;7,00;2,42
2023-02;3M;0,24;7,00;2,39
2023-02;6M;0,49;7,00;2,36
2023-02;9M;0,73;7,00;2,34
2023-02;1Y;1,00;7,00;2,31
2023-02;2Y;2,00;7,00;2,19
2023-02;3Y;3,00;7,00;2,17
2023-02;4Y;4,00;7,00;2,12
2023-02;5Y;5,00;7,00;2,11
2023-02;6Y;6,00;7,00;2,06
2023-02;7Y;7,00;7,00;2,01
2023-02;8Y;8,00;7,00;1,97
2023-02;9Y;9,00;7,00;1,86
2023-02;10Y;10,00;7,00;2,10
2023-02;1M;0,08;7,50;2,48
2023-02;2M;0,16;7,50;2,47
2023-02;3M;0,24;7,50;2,44
2023-02;6M;0,49;7,50;2,41
2023-02;9M;0,73;7,50;2,39
2023-02;1Y;1,00;7,50;2,36
2023-02;2Y;2,00;7,50;2,24
2023-02;3Y;3,00;7,50;2,22
2023-02;4Y;4,00;7,50;2,18
2023-02;5Y;5,00;7,50;2,17
2023-02;6Y;6,00;7,50;2,11
2023-02;7Y;7,00;7,50;2,07
2023-02;8Y;8,00;7,50;2,03
2023-02;9Y;9,00;7,50;1,91
2023-02;10Y;10,00;7,50;2,15
2023-02;1M;0,08;8,00;2,66
2023-02;2M;0,16;8,00;2,60
2023-02;3M;0,24;8,00;2,54
2023-02;6M;0,49;8,00;2,49
2023-02;9M;0,73;8,00;2,46
2023-02;1Y;1,00;8,00;2,43
2023-02;2Y;2,00;8,00;2,30
2023-02;3Y;3,00;8,00;2,28
2023-02;4Y;4,00;8,00;2,24
2023-02;5Y;5,00;8,00;2,23
2023-02;6Y;6,00;8,00;2,17
2023-02;7Y;7,00;8,00;2,12
2023-02;8Y;8,00;8,00;2,09
2023-02;9Y;9,00;8,00;1,97
2023-02;10Y;10,00;8,00;2,21
2023-02;1M;0,08;8,50;2,92
2023-02;2M;0,16;8,50;2,78
2023-02;3M;0,24;8,50;2,69
2023-02;6M;0,49;8,50;2,59
2023-02;9M;0,73;8,50;2,54
2023-02;1Y;1,00;8,50;2,50
2023-02;2Y;2,00;8,50;2,36
2023-02;3Y;3,00;8,50;2,34
2023-02;4Y;4,00;8,50;2,30
2023-02;5Y;5,00;8,50;2,28
2023-02;6Y;6,00;8,50;2,23
2023-02;7Y;7,00;8,50;2,18
2023-02;8Y;8,00;8,50;2,15
2023-02;9Y;9,00;8,50;2,03
2023-02;10Y;10,00;8,50;2,27
2023-02;1M;0,08;9,00;3,22
2023-02;2M;0,16;9,00;2,99
2023-02;3M;0,24;9,00;2,86
2023-02;6M;0,49;9,00;2,71
2023-02;9M;0,73;9,00;2,64
2023-02;1Y;1,00;9,00;2,58
2023-02;2Y;2,00;9,00;2,42
2023-02;3Y;3,00;9,00;2,40
2023-02;4Y;4,00;9,00;2,36
2023-02;5Y;5,00;9,00;2,34
2023-02;6Y;6,00;9,00;2,29
2023-02;7Y;7,00;9,00;2,24
2023-02;8Y;8,00;9,00;2,21
2023-02;9Y;9,00;9,00;2,09
2023-02;10Y;10,00;9,00;2,33
2023-02;1M;0,08;9,50;3,53
2023-02;2M;0,16;9,50;3,21
2023-02;3M;0,24;9,50;3,04
2023-02;6M;0,49;9,50;2,84
2023-02;9M;0,73;9,50;2,75
2023-02;1Y;1,00;9,50;2,68
2023-02;2Y;2,00;9,50;2,49
2023-02;3Y;3,00;9,50;2,46
2023-02;4Y;4,00;9,50;2,42
2023-02;5Y;5,00;9,50;2,40
2023-02;6Y;6,00;9,50;2,35
2023-02;7Y;7,00;9,50;2,30
2023-02;8Y;8,00;9,50;2,26
2023-02;9Y;9,00;9,50;2,15
2023-02;10Y;10,00;9,50;2,38
2023-02;1M;0,08;10,00;3,84
2023-02;2M;0,16;10,00;3,44
2023-02;3M;0,24;10,00;3,22
2023-02;6M;0,49;10,00;2,98
2023-02;9M;0,73;10,00;2,86
2023-02;1Y;1,00;10,00;2,77
2023-02;2Y;2,00;10,00;2,56
2023-02;3Y;3,00;10,00;2,53
2023-02;4Y;4,00;10,00;2,48
2023-02;5Y;5,00;10,00;2,46
2023-02;6Y;6,00;10,00;2,41
2023-02;7Y;7,00;10,00;2,36
2023-02;8Y;8,00;10,00;2,32
2023-02;9Y;9,00;10,00;2,21
2023-02;10Y;10,00;10,00;2,44
2023-02;1M;0,08;10,50;4,16
2023-02;2M;0,16;10,50;3,67
2023-02;3M;0,24;10,50;3,42
2023-02;6M;0,49;10,50;3,12
2023-02;9M;0,73;10,50;2,98
2023-02;1Y;1,00;10,50;2,88
2023-02;2Y;2,00;10,50;2,64
2023-02;3Y;3,00;10,50;2,60
2023-02;4Y;4,00;10,50;2,54
2023-02;5Y;5,00;10,50;2,52
2023-02;6Y;6,00;10,50;2,47
2023-02;7Y;7,00;10,50;2,42
2023-02;8Y;8,00;10,50;2,38
2023-02;9Y;9,00;10,50;2,27
2023-02;10Y;10,00;10,50;2,49
2023-02;1M;0,08;11,00;4,46
2023-02;2M;0,16;11,00;3,90
2023-02;3M;0,24;11,00;3,61
2023-02;6M;0,49;11,00;3,26
2023-02;9M;0,73;11,00;3,10
2023-02;1Y;1,00;11,00;2,98
2023-02;2Y;2,00;11,00;2,71
2023-02;3Y;3,00;11,00;2,66
2023-02;4Y;4,00;11,00;2,61
2023-02;5Y;5,00;11,00;2,59
2023-02;6Y;6,00;11,00;2,52
2023-02;7Y;7,00;11,00;2,47
2023-02;8Y;8,00;11,00;2,44
2023-02;9Y;9,00;11,00;2,33
2023-02;10Y;10,00;11,00;2,55
2023-02;1M;0,08;11,50;4,75
2023-02;2M;0,16;11,50;4,13
2023-02;3M;0,24;11,50;3,81
2023-02;6M;0,49;11,50;3,41
2023-02;9M;0,73;11,50;3,22
2023-02;1Y;1,00;11,50;3,09
2023-02;2Y;2,00;11,50;2,79
2023-02;3Y;3,00;11,50;2,73
2023-02;4Y;4,00;11,50;2,67
2023-02;5Y;5,00;11,50;2,65
2023-02;6Y;6,00;11,50;2,58
2023-02;7Y;7,00;11,50;2,53
2023-02;8Y;8,00;11,50;2,49
2023-02;9Y;9,00;11,50;2,38
2023-02;10Y;10,00;11,50;2,60
2023-02;1M;0,08;12,00;5,00
2023-02;2M;0,16;12,00;4,36
2023-02;3M;0,24;12,00;4,00
2023-02;6M;0,49;12,00;3,55
2023-02;9M;0,73;12,00;3,34
2023-02;1Y;1,00;12,00;3,19
2023-02;2Y;2,00;12,00;2,87
2023-02;3Y;3,00;12,00;2,80
2023-02;4Y;4,00;12,00;2,73
2023-02;5Y;5,00;12,00;2,71
2023-02;6Y;6,00;12,00;2,64
2023-02;7Y;7,00;12,00;2,59
2023-02;8Y;8,00;12,00;2,55
2023-02;9Y;9,00;12,00;2,44
2023-02;10Y;10,00;12,00;2,66
2023-02;1M;0,08;12,50;5,23
2023-02;2M;0,16;12,50;4,58
2023-02;3M;0,24;12,50;4,20
2023-02;6M;0,49;12,50;3,70
2023-02;9M;0,73;12,50;3,46
2023-02;1Y;1,00;12,50;3,30
2023-02;2Y;2,00;12,50;2,94
2023-02;3Y;3,00;12,50;2,87
2023-02;4Y;4,00;12,50;2,80
2023-02;5Y;5,00;12,50;2,77
2023-02;6Y;6,00;12,50;2,70
2023-02;7Y;7,00;12,50;2,65
2023-02;8Y;8,00;12,50;2,61
2023-02;9Y;9,00;12,50;2,50
2023-02;10Y;10,00;12,50;2,71
2023-02;1M;0,08;13,00;5,45
2023-02;2M;0,16;13,00;4,80
2023-02;3M;0,24;13,00;4,39
2023-02;6M;0,49;13,00;3,85
2023-02;9M;0,73;13,00;3,59
2023-02;1Y;1,00;13,00;3,41
2023-02;2Y;2,00;13,00;3,02
2023-02;3Y;3,00;13,00;2,94
2023-02;4Y;4,00;13,00;2,86
2023-02;5Y;5,00;13,00;2,83
2023-02;6Y;6,00;13,00;2,76
2023-02;7Y;7,00;13,00;2,70
2023-02;8Y;8,00;13,00;2,66
2023-02;9Y;9,00;13,00;2,55
2023-02;10Y;10,00;13,00;2,76
2023-02;1M;0,08;13,50;5,67
2023-02;2M;0,16;13,50;4,99
2023-02;3M;0,24;13,50;4,58
2023-02;6M;0,49;13,50;3,99
2023-02;9M;0,73;13,50;3,71
2023-02;1Y;1,00;13,50;3,52
2023-02;2Y;2,00;13,50;3,11
2023-02;3Y;3,00;13,50;3,01
2023-02;4Y;4,00;13,50;2,93
2023-02;5Y;5,00;13,50;2,89
2023-02;6Y;6,00;13,50;2,82
2023-02;7Y;7,00;13,50;2,76
2023-02;8Y;8,00;13,50;2,72
2023-02;9Y;9,00;13,50;2,61
2023-02;10Y;10,00;13,50;2,82
2023-02;1M;0,08;14,00;5,87
2023-02;2M;0,16;14,00;5,17
2023-02;3M;0,24;14,00;4,76
2023-02;6M;0,49;14,00;4,14
2023-02;9M;0,73;14,00;3,84
2023-02;1Y;1,00;14,00;3,63
2023-02;2Y;2,00;14,00;3,19
2023-02;3Y;3,00;14,00;3,08
2023-02;4Y;4,00;14,00;2,99
2023-02;5Y;5,00;14,00;2,95
2023-02;6Y;6,00;14,00;2,88
2023-02;7Y;7,00;14,00;2,82
2023-02;8Y;8,00;14,00;2,77
2023-02;9Y;9,00;14,00;2,66
2023-02;10Y;10,00;14,00;2,87
2023-02;1M;0,08;14,50;6,07
2023-02;2M;0,16;14,50;5,34
2023-02;3M;0,24;14,50;4,94
2023-02;6M;0,49;14,50;4,28
2023-02;9M;0,73;14,50;3,96
2023-02;1Y;1,00;14,50;3,74
2023-02;2Y;2,00;14,50;3,27
2023-02;3Y;3,00;14,50;3,15
2023-02;4Y;4,00;14,50;3,05
2023-02;5Y;5,00;14,50;3,01
2023-02;6Y;6,00;14,50;2,93
2023-02;7Y;7,00;14,50;2,87
2023-02;8Y;8,00;14,50;2,83
2023-02;9Y;9,00;14,50;2,72
2023-02;10Y;10,00;14,50;2,92
2023-02;1M;0,08;15,00;6,26
2023-02;2M;0,16;15,00;5,50
2023-02;3M;0,24;15,00;5,10
